sent_idx,source_tokens,prediction_tokens,tag
1823,"['ôi', 'dm', 'phát biểu', 'vây', 'coi', 'dân', 'nhu', 'đồ', 'ngu', 'chắc']","['ôi', 'giờm', 'phát biểu', 'vây', 'coi', 'dân', 'như', 'đồ', 'ngu', 'chắc']","['O', 'B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O']"
1824,"['quá', 'hay', 'cô', 'minh hiếu']","['quá', 'hay', 'cô', 'mình hiếu']","['O', 'O', 'O', 'O', 'O']"
1825,"['lịt', 'pẹ', 'vỗ tay', '<unk>', '<unk>']","['lồị<space>', 'mẹ<space>', 'vỗ tay', '<unk>', '<unk>']","['B-T', 'I-T', 'O', 'O', 'O']"
1826,"['@username', 'không', 'cố ý', 'nhưng', 'chị', '@username', 'vô ý', 'ích kỷ', 'gây', 'hậu quả', 'nghiêm trọng', 'là', 'điều', 'không thể', 'phủ nhận', 'rồi', 'bạn', '.']","['@username', 'không', 'cố ý', 'nhưng', 'chị', '@username', 'vô ý', 'ích kỷ', 'gây', 'hậu quả', 'nghiêm trọng', 'là', 'điều', 'không thể', 'phủ nhận', 'rồi', 'bạn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1826,"[':<unk>', 'mình', 'cũng', 'mong', 'chị', 'ấy', 'mau', 'khoẻ', 'và', 'chịu', 'trách nhiệm', 'cho', 'hành vi', 'của', 'mình']","[': trường', 'mình', 'cũng', 'mong', 'chị', 'ấy', 'mau', 'khoẻ', 'và', 'chịu', 'trách nhiệm', 'cho', 'hành vi', 'của', 'mình']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1827,"['đc', 'thầy', 'ơi', ':3']","['được<space>', 'thầy', 'ơi', ':3']","['O', 'O', 'O', 'O']"
1828,"['nhin`nha`', 'que', 'vl', '<unk>']","['nhìn<space>nnha`', 'que', 'vl', '<unk>']","['B-T', 'I-T', 'I-T', 'B-T']"
1829,"['bảo vệ', 'thằng', 'nào', 'nhiều', 'tiền', 'hơn', 'nhé', 'hị', 'hị']","['bảo vệ', 'thằng', 'nào', 'nhiều', 'tiền', 'hơn', 'nhé', 'nhỉị', 'h<space>']","['O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1830,"['tưởng', 'nhầm', 'kênh', 'nhưng', 'đến', 'pha', 'cuối', 'thì', 'chắc', 'là', 'abe', 'rồi']","['tưởng', 'nhầm', 'kênh', 'nhưng', 'đến', 'pha', 'cuối', 'thì', 'chắc', 'là', 'a bé', 'rồi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1831,['địt'],['địt'],['B-T']
1832,"['@username', 'add', 'em', 'dí', 'sis', 'ơi']","['@username', 'add', 'em', 'với', 'si<space>', 'ơi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1833,"['trung', 'đầu', '@username']","['trứng', 'đầu', '@username']","['O', 'B-T', 'I-T']"
1834,"['@username', 'hôm qua', 'đâu']","['@username', 'hôm qua', 'đâu']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1835,"['trời ơi', 'miệng', 'dì', 'mà', 'như', 'cá lóc', 'chùi', 'đít', 'vậy', 'oe']","['trời ơi', 'miệng', 'gì', 'mà', 'như', 'cá lóc', 'hi', 'đít', 'vậy', 'ạ<space>']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'B-T']"
1836,"['cái', 'đù', 'má', 'ság', 'ra', 'mò', 'cl', 'j', 'mà', 'vào', 'đc', 'cái', 'page', 'loằn', 'này', 'hay', 'vl', 'thế', 'nhỉ', '.']","['cái', 'đù', 'má', 'sáng<space>', 'ra', 'mò', 'cái', 'gì', 'mà', 'vào', 'được<space>', 'cái', 'page', 'loằn', 'này', 'hay', 'vl', 'thế', 'nhỉ', '.']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O']"
1836,"['toàn', 'mấy', 'đkm', 'tháh', 'rãh', 'cmn', 'hág', '.']","['toàn', 'mấy', 'đkm', 'thằngá<space>', '<space>rãh', 'con mẹ', 'há<space>', '.']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O']"
1836,"['xin lỗi', 'e', 'hơi', 'thiếu', 'lịch sự', 'tí', '.']","['xin lỗi', 'em', 'hơi', 'thiếu', 'lịch sự', 'tí', '.']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O']"
1836,"['e', 'xin', 'xin', 'phép', 'dí', 'buồi', 'vào', 'mặt', 'ad', 'nhé', '.']","['em', 'xin', 'xin', 'phép', 'dí', 'buồi', 'vào', 'mặt', 'ad', 'nhé', '.']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O']"
1836,"['page', 'hay', 'vl', '<unk><unk>']","['page', 'hay', 'vl', '<unk><unk>']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O']"
1837,"['công nhận', ',', 'hồi', 'lúc', 'mới', 'phẫu thuật', 'ko', 'đẹp', 'giờ', 'phải', 'công nhận', 'đẹp', 'dã man', '.']","['công nhận', ',', 'hồi', 'lúc', 'mới', 'phẫu thuật', 'không', 'đẹp', 'giờ', 'phải', 'công nhận', 'đẹp', 'dã man', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1838,"['like', 'và', 'cm', 'tụi', 'nó', 'ăn', 'được', 'hay', 'sao', 'mà', 'ham hố', 'vậy', 'trời', 'lũ', 'điên']","['like', 'và', 'cm', 'tụi', 'nó', 'ăn', 'được', 'hay', 'sao', 'mà', 'ham hố', 'vậy', 'trời', 'lũ', 'điên']","['O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T']"
1839,"['đã', 'đi', 'xem', 'và', 'thấy', 'nó', 'đéo', 'gay cấn', 'gì', 'cả', ',', 'chỉ', 'có', 'hiệu ứng', 'âm thanh', 'âm thanh', 'là', 'ghê', 'có lẽ', 'bộ', 'phim', 'mang', 'tới', 'cái', 'triết lý', 'nào', 'đó']","['đã', 'đi', 'xem', 'và', 'thấy', 'nó', 'đéo', 'gây cấn', 'gì', 'cả', ',', 'chỉ', 'có', 'hiệu ứng', 'âm thanh', 'âm thanh', 'là', 'ghê', 'có lẽ', 'bộ', 'phim', 'mang', 'tới', 'cái', 'triết lý', 'nào', 'đó']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1840,"['đây', 'là', 'chú', 'bộ đội', ',', 'đéoo', 'phải', 'ch', 'ó', 'ca', '?', 'bộ đội', 'đéoo', 'muốn', 'làm', 'cũng', 'bắt buộc', 'phải', 'làm', 'thôi', '.']","['đây', 'là', 'chú', 'bộ đội', ',', 'đéo', 'phải', 'chó', 'á', 'cả', '?', 'bộ đội', 'đéo', 'muốn', 'làm', 'cũng', 'bắt buộc', 'phải', 'làm', 'thôi', '.']","['O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1841,"['tổ sư', 'bố con', 'thần kinh', '<unk>']","['tổ sư', 'bố con', 'thần kinh', '<unk>']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O']"
1842,"['ở', 'việt nam', 'là', 'ra', 'cailozcatkhong', 'roii', 'đó']","['ở', 'việt nam', 'là', 'ra', 'caizt<space><space>', 'rồi<space>', 'đó']","['O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O']"
1843,"['chơi', 'vậy', 'ai', 'chơi', 'nữa', ':v']","['chơi', 'vậy', 'ai', 'chơi', 'nữa', ':v']","['O', 'O', 'O', 'O', 'O', 'O']"
1844,"['huỵch toẹt', 'ra', 'chúng nó', 'các', 'đảng viên', 'thường', 'hô hào', 'sống', 'và', 'làm việc', 'theo', 'gương', 'của', '@username', 'tức', '@username', 'kể cả', 'chúng nó', 'có', 'ấu dâm', 'như', 'tên', '@username', ',', '@username', '......']","['huỵch toẹt', 'ra', 'chúng nó', 'các', 'đảng viên', 'thường', 'hô hào', 'sống', 'và', 'làm việc', 'theo', 'gương', 'của', '@username', 'tức', '@username', 'kể cả', 'chúng nó', 'có', 'ấu dâm', 'như', 'tên', '@username', ',', '@username', '......']","['O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O']"
1844,['.'],['.'],"['O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O']"
1844,"[',', 'nếu', 'đảng', 'búa', 'liềm', 'phúc', 'kiến', 'xử', 'chúng nó', 'tức là', 'khác nào', 'tự', '""', 'tát', 'vào', 'mặt', '""', 'bác', 'của', 'chúng nó', 'làm', 'lộ', 'ra', 'các', '""', 'huyền thoại', 'của', 'bác', '""', 'ngày xưa', '.']","[',', 'nếu', 'đảng', 'búa', 'liềm', 'phúc', 'kiến', 'xử', 'chúng nó', 'tức là', 'khác nào', 'tự', '""', 'tát', 'vào', 'mặt', '""', 'bác', 'của', 'chúng nó', 'làm', 'lộ', 'ra', 'các', '""', 'huyền thoại', 'của', 'bác', '""', 'ngày xưa', '.']","['O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O']"
1845,"['cho', 'chừa', 'cái', 'tội', 'tài', 'lanh', ',', 'dmcs']","['cho', 'chừa', 'cái', 'tội', 'tài', 'lạnh<space>', ',', 'đm<space>']","['O', 'O', 'O', 'O', 'B-T', 'I-T', 'B-T']"
1846,"['@username', 'mỗi', 'mình', 'ông', 'có', 'à', '<unk>', '<unk>', '<unk>']","['@username', 'mỗi', 'mình', 'ông', 'có', 'à', '<unk>', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1847,"['nhii bờmm', 'bạn', 'nhi', 'lói', 'chỉ', 'có', 'đúng', '<unk>']","['nhìn<space> bờm', 'bạn', 'nhìn', 'nói<space>', 'chỉ', 'có', 'đúng', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1848,"['điểm danh', 'nào', ':v']","['điểm danh', 'nào', ':v']","['O', 'O', 'O', 'O']"
1849,"['nó', 'ra', 'cái', 'luật', 'trưng dụng', 'lấy', 'đồ', 'của', 'dân', 'mà', 'ko', 'có', 'quyền', 'đòi', ',', 'chó đẻ', 'thiệt']","['nó', 'ra', 'cái', 'luật', 'trưng dụng', 'lấy', 'đồ', 'của', 'dân', 'mà', 'không', 'có', 'quyền', 'đòi', ',', 'chó đẻ', 'thiệt']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
1850,"['đéo', 'có', 'gì', 'để', 'nói', 'về', 'cái', 'đất nước', 'này']","['đéo', 'có', 'gì', 'để', 'nói', 'về', 'cái', 'đất nước', 'này']","['B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O']"
1851,"['đẹp', 'mà', 'ý thức', 'như', 'cc', 'thì', 'vứt', '<unk>', '<unk>', '<unk>']","['đẹp', 'mà', 'ý thức', 'như', 'con<space>', 'thì', 'vứt', '<unk>', '<unk>', '<unk>']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'B-T', 'O']"
1852,"['@username', '@username', 'cần', 'lắm', 'một', 'sự', 'lật', 'kèo', 'cực', 'mạnh', 'của', 'sở', 'long an', '<unk>']","['@username', '@username', 'cần', 'lắm', 'một', 'sự', 'lật', 'kèo', 'cực', 'mạnh', 'của', 'sở', 'lòng an', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1853,"['@username', 'khổ', 'quá', 'mà', '<unk>']","['@username', 'khổ', 'quá', 'mà', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1854,"['mục đích', 'là', 'dmcs', 'hỏi', 'nữa', 'k']","['mục đích', 'là', 'đm<space>', 'hỏi', 'nữa', 'không']","['O', 'O', 'O', 'B-T', 'O', 'O', 'O']"
1855,"['sống', 'chậm', 'thôi', '2p', '<unk>']","['sống', 'chậm', 'thôi', '2p', '<unk>']","['O', 'O', 'O', 'O', 'O']"
1856,"['dui', 'cùng', 'em', 'giây phút', 'bóp', 'dú', 'bóp', 'lồnn', 'taoo', 'nss', 'mà', 'cừ', 'bò', '.']","['vui', 'cùng', 'em', 'giây phút', 'bóp', 'đúng', 'bóp', 'lồn', 'taoo', 'nói<space>s', 'mà', 'cườiừ', 'bò', '.']","['O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'B-T', 'I-T', 'B-T', 'O', 'O', 'O', 'O']"
1857,"['đc', 'vãi', 'đái', 'anh', 'ưiii']","['được<space>', 'vãi', 'đái', 'anh', 'ơi<space><space><space>']","['O', 'B-T', 'I-T', 'O', 'O']"
1858,"['chị', '@username', 'mặc bikini ngon', 'vailon', '=)<unk>']","['chị', '@username', 'mặc bikini ngon', 'vai<space>', '=)<unk>']","['O', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
1859,"['quả', 'tóc', 'ko', 'lẫn', 'đi', 'đâu', 'được', '<unk>']","['quả', 'tóc', 'không', 'lẫn', 'đi', 'đâu', 'được', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1860,"['đây', 'là', 'câu chuyện', 'không', 'được', 'vui', '=)))']","['đây', 'là', 'câu chuyện', 'không', 'được', 'vui', '=)))']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1861,"['nói', 'gì', 'vậy', 'lão', 'vô', 'văn hoá']","['nói', 'gì', 'vậy', 'lão', 'vô', 'văn hoá']","['O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T']"
1862,"['bán', 'nhà', 'rồi', '!']","['bán', 'nhà', 'rồi', '!']","['O', 'O', 'O', 'O']"
1863,"['ta', 'thấy', 'mùi', 'vàng', 'nên', 'cô', 'đẹp', 'đó', 'mà', 'cô', 'vẫn', 'là', 'idol', 'của', 'con']","['ta', 'thấy', 'mùi', 'vàng', 'nên', 'cô', 'đẹp', 'đó', 'mà', 'cô', 'vẫn', 'là', 'idol', 'của', 'con']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1864,"['co', 'ai', 'biết', 'fb', 'cua', 'chị', 'nay', 'ko', 'cho', 'minh', 'hoi', 'nha']","['có', 'ai', 'biết', 'fb', 'của<space>', 'chị', 'này', 'không', 'cho', 'mình', 'hỏi', 'nha']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1865,"['ôi', 'trời']","['ôi', 'trời']","['O', 'O']"
1866,"['chiện', 'là', 'bạn', 'bị', 'mất', '400', 'đồng', 'tn', 'vì', 'thằng', 'ad', 'xl']","['chuyện<space>', 'là', 'bạn', 'bị', 'mất', '400', 'đồng', 'tin nhắn', 'vì', 'thằng', 'ad', 'xin lỗi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T']"
1867,"['được', 'quá', 'a', 'ơi']","['được', 'quá', 'anh', 'ơi']","['O', 'O', 'O', 'O']"
1868,['hh'],['hh'],['O']
1869,"['đéo', 'ai', 'thèm', 'làm', ',', 'vì', 'họ', 'biết', 'khả năng', 'của', 'họ', 'đến', 'đâu']","['đéo', 'ai', 'thèm', 'làm', ',', 'vì', 'họ', 'biết', 'khả năng', 'của', 'họ', 'đến', 'đâu']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1870,"['đm', 'có', 'mỗi', 'con', 'đường', 'cho', 'mays', 'chị em', 'buôn bán', ',', 'con', 'đường', 'cho', 'mấy', 'anh em', 'mua', 'mượn', '....']","['đm', 'có', 'mỗi', 'con', 'đường', 'cho', 'mấy<space>', 'chị em', 'buôn bán', ',', 'con', 'đường', 'cho', 'mấy', 'anh em', 'mua', 'mượn', '....']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1870,"['vậy mà', 'giờ', 'biếc', 'cố', 'xảy', 'ra', '...']","['vậy mà', 'giờ', 'biết<space>', 'cố', 'xảy', 'ra', '...']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1870,"['không', 'biết mấy', 'chị em', 'còn', 'tâm trạng', 'đứng', 'không', 'nữa', '...']","['không', 'biết mấy', 'chị em', 'còn', 'tâm trạng', 'đứng', 'không', 'nữa', '...']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1870,"['hay', 'lúc', 'nó', 'rớt', 'xuống', 'sợ', 'rớt', 'mẹ', 'lồn', 'ra', 'đường', 'thì', 'khỏi', 'làm ăn', 'gì', 'luôn', '.']","['hay', 'lúc', 'nó', 'rớt', 'xuống', 'sợ', 'rớt', 'mẹ', 'lồn', 'ra', 'đường', 'thì', 'khỏi', 'làm ăn', 'gì', 'luôn', '.']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1871,"['@username', 'hiểu', 'k', '?']","['@username', 'hiểu', 'không', '?']","['O', 'O', 'O', 'O', 'O']"
1872,"['tộc', 'của', 'anh', 'chất', 'lừ']","['tộc', 'của', 'anh', 'chất', 'l<space>']","['O', 'O', 'O', 'O', 'O']"
1873,"['ai', 'lấy', 'mk', 'sớm muộn', 'cũng', 'thành', 'tỷ phú', 'vì', 'mk', 'mơ', 'khá', 'chuẩn', 'bắt', 'số', 'chỉ', 'có', 'độc đắc']","['ai', 'lấy', 'mình<space>', 'sớm muộn', 'cũng', 'thành', 'tỷ phú', 'vì', 'mình<space>', 'mơ', 'khá', 'chuẩn', 'bắt', 'số', 'chỉ', 'có', 'độc đắt']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1874,"['em', 'lại', 'xạo', 'lồn']","['em', 'lại', 'xạo', 'lồn']","['O', 'O', 'B-T', 'I-T']"
1875,"['sản phẩm', 'của', '1', 'nền', 'giáo dục', 'thối nát', 'mà']","['sản phẩm', 'của', '1', 'nền', 'giáo dục', 'thối nát', 'mà']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O']"
1876,"['@username', 'sẽ', 'nói', 'gì', 'à', '<unk>', ':', '""', 'phản', 'đôôộoong', '!', '-', 'chỉ', 'thế', 'thôi', 'nhé', ':v']","['@username', 'sẽ', 'nói', 'gì', 'à', '<unk>', ':', '""', 'phản', 'đô<space><space><space><space>', '!', '-', 'chỉ', 'thế', 'thôi', 'nhé', ':v']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O']"
1877,"['nè', 'he']","['nè', 'ha']","['O', 'O']"
1878,"['page', 'này', 'thành', 'phản động', 'ak', ',', 'dkm', 'toàn', 'post', 'nhảm', 'k']","['page', 'này', 'thành', 'phản động', 'à', ',', 'đkm', 'toàn', 'post', 'nhảm', 'không']","['O', 'O', 'O', 'B-T', 'I-T', 'B-T', 'O', 'O', 'B-T', 'O']"
1879,['<unk>'],['<unk>'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1880,"['ngày mai', 'là anh', '@username', 'bắt đầu', 'rải', 'tiền', '<unk>', 'anh em', 'cứ', 'gãi', 'đi']","['ngày mai', 'là anh', '@username', 'bắt đầu', 'rải', 'tiền', '<unk>', 'anh em', 'cứ', 'gãi', 'đi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1881,"['đây', 'là', '1', 'câu chuyện', 'buồn', '=))']","['đây', 'là', '1', 'câu chuyện', 'buồn', '=))']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1882,"['bo', 'chj', 'ba', 'cung', 'co', 'lon', 'nua', 'ha']","['bỏ', 'chị<space>', 'bà', 'cũng', 'cỡ', 'lớn<space>', 'nữa', 'ha']","['O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O']"
1883,"['dm', 'bị', 'band', 'cmt', 'trong', 'gruop']","['đm', 'bị', 'band', 'cmt', 'trong', 'ge<space>']","['B-T', 'O', 'O', 'O', 'O', 'O']"
1884,"['ae', 'ysl', 'ib', 'e', 'tư vấn', 'nhé', '<unk>', '<unk>', '<unk>', '<unk>']","['anh em', 'ysl', 'ib', 'em', 'tư vấn', 'nhé', '<unk>', '<unk>', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1885,"['mình', 'thích', 'sống', 'nhanh', 'còn', 'đâu', 'kệ', 'mn', 'sống', 'chậm']","['mình', 'thích', 'sống', 'nhanh', 'còn', 'đâu', 'kệ', 'mọi người', 'sống', 'chậm']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1886,"['chửi', 'hay', 'lắm', 'ad']","['chửi', 'hay', 'lắm', 'ad']","['O', 'O', 'O', 'O']"
1887,['h'],['giờ'],['O']
